ID,TARGET,TEXT,STANCE
508,IphoneSE,RBC Capital Markets分析师Amit Daryanani已在一份投资者报告中表示，鉴于苹果公司将在iPhone SE当中使用优质组件，因此，iPhone SE有可能最少卖549美元，约合人民币3554元,NONE
509,IphoneSE,我嫌弃凸出的摄像头，所以比较喜欢5S和SE,FAVOR
510,IphoneSE,同一个无线，iphone5的上网速度比iphoneSE快三倍= =……SE的图片和视频还老刷不出来……SE一旦更新程序，整体网络就卡的不行，包括我的笔记本的网络……重置了网络关了定位也没有变化……唉，下下周末要拿去旗舰店看看……,AGAINST
511,IphoneSE,除了屏幕小。。三千以下。。屌得不行,FAVOR
512,IphoneSE,iphonese快快上市，心情不爽，买买买！！！,NONE
513,IphoneSE,废寝忘食忙活了一个礼拜的小苹果iPhone SE试用报告已出炉，求各位支持！,NONE
514,IphoneSE,Phone SE vs iPhone 6 vs iPhone 6s 配置对比。目前已经确定的是，iPhone SE 配备了 2GB 的内存，不过也值得注意，在 TouchID、显示屏，以及前置摄像头上都保持了 iPhone 5s 的水准，当然你也得看看价格。,NONE
515,IphoneSE,毫无吸引力,AGAINST
516,IphoneSE,"摔不坏,耐用,内存大,不死机,像素好",FAVOR
517,IphoneSE,看上去很有实力，也很有魅力,FAVOR
518,IphoneSE,坑爹。iPhone se。就是缩小版的6s。价格确比6s美丽多了。好难过。,AGAINST
519,IphoneSE,加拿大皇家银行分析师Amit Daryanani已经对iPhoneSE物料成本(16GB版本)进行了核算，其成本价格居然在260美元左右，这多少有点出乎意料。相比260美元的成本价来说，Amit Daryanani认为苹果给出的16GB 399美元价格(国行售价3288元)，还是非常良心和厚道的。,FAVOR
520,IphoneSE,PhoneSE就这么大，iPhone6就这么大，iPhoneplus就这么大，尺寸就像1元、5元、100元，人民币那样。,NONE
521,IphoneSE,在6s和SE之间，我居然也有选择综合症，小屏iPhone的使用体验其实并不比大屏幕差，最大的不同就是要做过多的滑屏动作，屏幕显示内容的确局限性很大。,NONE
522,IphoneSE,"就坐等这个5se，他就是那种只爱用小屏手机的人，但是众所周知现在性能好的手机只有一个比一个大 。安卓是没希望了，之前还一直问我意见，我说不如买5s够用了，然后立马年前京东2天到手。。。前两天越看5se消息越心痒，折200正好转手给熟人。。。但愿他的选择是对的,不要又被苹果坑了",FAVOR
523,IphoneSE,想到接下来的日子，觉得还是退了吧，否则那泛黄的屏幕将一直恶心着我，不知道会不会再入手，再见iphone SE。,AGAINST
524,IphoneSE,号称史上最强劲的4寸手机，IP5的外观，IP6的内在，回归了小尺寸的设计，那么问题来了：你是从几代手机开始，对苹果手机无感的？,AGAINST
525,IphoneSE,身为小屏手机死忠，一直用iphone4直到最近换成Z5C，尽管还是达到了4.6寸但也是现在市场上能买到的最佳的小屏，但大法没有苹果的号召力，小屏始终是小众，直到SE的出现。甭管是为了下探市场区间还是什么，估摸着一众安卓厂商今年也要开始做小屏了。。嘛大法好买买买 ,FAVOR
526,IphoneSE,作为日常必须有安卓在手的双机党，越来越想买一台iPhone SE了。4寸屏幕够看，手感巨好，轻松拿放，单手操作十分惬意，性能流畅性也秒杀安卓旗舰，拍照也是旗舰品质，续航也还不赖，ios的生态也确实舒适。小屏不爽了不还有大屏安卓替代么，再大还有笔记本跟电视呢。,FAVOR
527,IphoneSE,自iPhone 6s发布以后，IOS生态系统就进入了2G内存的时代。1G内存的手机包括iPhone 6在内的手机都会被迅速淘汰。一旦后续系统升级，1G内存必然卡到死，IOS 10就更不用说。所以iPhone 5Se这种手机可以很好地应对小屏癖，真是想做长线使用直接上6s，要不就安卓老老实实的。,NONE
528,IphoneSE,iphone SE美国人自己都不买，发布会说 目标人群是 中国和印度没用过智能机的人,AGAINST
529,IphoneSE,Apple并没有为了iPhone SE重新发明任何东西。越来越多分析师认为整体手机市场降温，但中低阶智能手机市场热度升高，而配备完整功能的产品只会出现在像是三星S7这样的旗舰机种；因此如果Apple的16GB版本iPhone SE售价只有399美元，我们初步估计是，iPhone SE成本约为220美元。,AGAINST
530,IphoneSE,界面我还是很满意的有特色,FAVOR
531,IphoneSE,缺点就是没有32G的，16G太小64G太大！这不是故意让人纠结吗！！！,AGAINST
532,IphoneSE,觉得iPhone se比iPhone6和6s好看的就我一个吗？……我一直觉得5s的大小正好，款式也经典，当然可以更薄一点我更喜欢。但是看见首页刷的全是说iPhone se鸡肋，外观怎么怎么的……平心而论我觉得比6好看这一点就可以打动我，1月的时候因为6s长得太丑，还打算买5s来着……,FAVOR
533,IphoneSE,网上曝光的图看起来不错，不太喜欢大屏手机。兜小,FAVOR
534,IphoneSE,手感不好，就是好操作，太方了，没6这种圆角拿着舒服,AGAINST
535,IphoneSE,iPhone se多大？我简单告诉你，SE也就1块钱那么大 6S就是5块钱那么大，6SP也就是100块钱那么大！怎么样形象不。,NONE
536,IphoneSE,四寸屏幕就算是1600毫安不玩游戏电量颇可以了，四寸屏回归，你的手拿起来更加舒服，而且价格对比各种苹果高大上其它产品来说真的良心多了,FAVOR
537,IphoneSE,小屏依旧很受欢迎,FAVOR
538,IphoneSE,和iPhone 5S基本一致，4英寸小屏，不再突出的摄像头。与iPhone 6s一致的A9处理器，在性能上比iPhone 5s提高了将近两倍。配备1GB RAM+16GB ROM/64GB ROM内存组合，1200万像素主摄像头，支持4K视频录制，支持Apple Pay功能。16GB版售价3288元，64GB版售价4088元。,FAVOR
539,IphoneSE,看着iphone SE和5S的几乎一模一样的外形，真心无法分辨它们。当然希望商人们还没有那些奸商来干改装的缺德事。不过，我想苹果官网肯定是正宗的卖家。,NONE
540,IphoneSE,这就是ios9.3的night shift的保护色 你们感受下 终于不会半夜打开手机瞎眼 至少这个程度可以缓解下 省不省电待我使用几天再说 暂时看来不怎么卡顿,FAVOR
541,IphoneSE,如果苹果没有搞饥饿营销的话，那IPHONE SE真是很吃香啊，在东京问了两家店都是没有货，一个劲的鞠躬道歉，吓得我也鞠躬，这是要互跪嘛。。。当鼓起勇气去问有没有货的时候。。。不开玩笑，整个手都在抖，麻痹激动啊，简直为自己的这点出息感到震惊了。在此强烈鄙视那些随身带两个IP手机的某些人,AGAINST
542,IphoneSE,终于有一天 iPhone SE 也像 Nexus 那么良心：以前我们总羡慕Nexus的价格，现在，iPhone也这样做了。,FAVOR
543,IphoneSE,iPhone5se，单纯名字就无感了，你还不如叫6c。还有目前公布的配置也没什么诚意，想说爱你不容易。,AGAINST
544,IphoneSE,如果真是一个没有3D Touch 功能的iPhone se，感觉真的会是一个败笔，肯定走不远！,AGAINST
545,IphoneSE,我就想知道它的主要功能是什么。 有没有特殊的功能,NONE
546,IphoneSE,暂时用着没有什么缺点，因屏幕小随之附带的是全键盘拼写偶尔会点错，毕竟屏幕尺寸在那 可以理解。,FAVOR
547,IphoneSE,外观上没有新意，性能有所提升，价格上就不怎么尽人意，总的来说还行，但是不会去买,AGAINST
548,IphoneSE,Phone SE跑分实实在在不咋地 绝对不是黑Iphone，但是事实就是跟不上潮流 运行内存就1g，跑分这么低 苹果看来是黔驴技穷娄………,AGAINST
549,IphoneSE,iPhone SE不是旗舰产品，它的用户定位和iPhone 6S的定位重合不大，它是iPhone 7的前奏，为的是让买不起6S的群体也能够获得同样强劲性能的产品，为的是让习惯小屏幕手机的群体继续留在iOS阵营。总之，选择旗舰的依然会坚持6S~7的升级路线，游走在旗舰边缘，对于旗舰由于各种原因升级动力不足的，SE才是你的菜。,NONE
550,IphoneSE,用一块秒杀上代旗舰的CPU，一个老旧的外形设计，加上一个烂屏幕，卖旗舰五分之三的价格，这就是红米note3和iphone se。,AGAINST
551,IphoneSE,起码苹果的想法是很好的，就等你了,FAVOR
552,IphoneSE,作为一款外观和功能都没有太大改变的产品，iPhone SE被认为是苹果进一步拓展中国市场的一种途径，其目标针对价格更为敏感的消费者。,NONE
553,IphoneSE,只是苹果5的壳生产多了用不完而已,AGAINST
554,IphoneSE,iPhoneSE预示着苹果帝国开始走向衰落。,AGAINST
555,IphoneSE,看了看 calendar ，眼看你也快歸來，是時候買個新手機，到時才好再自然不過給兩個人來個 selfie，又不至人影模糊。相機始終太煞有其事，不如就買部 iPhone SE ，這也算為我等固執偏愛 5s 外型的人生造出來的玩意。,FAVOR
556,IphoneSE,众所周知，国行版苹果iPhone SE已在昨日正式上市，许多预订用户都在第一时间拿到了真机。然而欣喜之余，不少用户发现，iPhone SE存在黄屏问题,NONE
557,IphoneSE,有特色，界面也是很有感觉,FAVOR
558,IphoneSE,到底入手哪个呢，因为之前有使用iphone的经历，所以还是认为安卓手机比较好用，但是安卓没有小屏手机，对使用大屏手机还是不太适应，摩托罗拉X极的外形真心不错，但屏幕太大，影响了手感，相对说iphone se的手感肯定要好，但还是用着不太习惯，要是X极有mini版的就好了，也想使用下摩托罗拉的手机。,NONE
559,IphoneSE,iPhone SE手感初体验，Nice！,FAVOR
560,IphoneSE,一直抢不到小米5，现在已入手iPhoneSE ，不是我不支持国产而是被耍了半年多了，再傻的猴子也会变聪明的。,FAVOR
561,IphoneSE,Iphone SE 今天拿到手，系统运行还不错，但手感和质感方面上不及6系，下不及4S，其他待使用后感受。,AGAINST
562,IphoneSE,新推出的iPhone SE遭遇“蓝牙门”，销量不佳。,NONE
563,IphoneSE,乔布斯坚信3.5英寸才是手掌最适合的尺寸，如今已经不会再存在了。我还是喜欢小屏的，就像我现在的5S，刚出来就买的我觉得挺合适不大不小,FAVOR
564,IphoneSE,当初买5s是被外观吸引了！听说，5色，用6的外观和中不溜的配置。 外观输5s配置输6s 搞什么,AGAINST
565,IphoneSE,所以就变前任了吗！其实我家也是这样……我嫌弃6P……然后就出了他的6P换了SE……,FAVOR
566,IphoneSE,如果不出意外，在3月15日的春季发布会上，苹果便会带来这款手机。那么，在大屏手机流行的今天，苹果为什么还要逆势反推一款小尺寸机型呢,FAVOR
567,IphoneSE,新出的iPhoneSe真是好，简直是安卓的宋仲基。第一次发现了安卓以外吸引我的好手机。所以我选尊享版。,FAVOR
568,IphoneSE,噗，你不喜欢自然有人喜欢，手持5s想换se的大有人在，对于我来说，小尺寸高配的手机你还能找出比se更好的机子？,FAVOR
569,IphoneSE,为毛iphone se的前置只有120万像素！这样怎么能拍出我的美！！！？？？ 性价比这么赞，本来想买的，这要考虑下了。毕竟小屏才有手机的感觉…再也不想用大家伙了！,AGAINST
570,IphoneSE,SE屏幕上端真的是黄了一截  信号也是醉了，另一个手机满格，这始终两格,AGAINST
571,IphoneSE,回答我 iphone5se值不值得买？,NONE
572,IphoneSE,作为售价相对低廉的一款 iPhone，并且具备与 iPhone 6S 几乎相同的性能，这点务必会吸引不少低消费人群和 Android 阵营的用户，进一步去压榨潜在用户可能才是苹果推出 iPhone SE 的真正目的。,AGAINST
573,IphoneSE,看上去，比较适合女性朋友们使用的吧,FAVOR
574,IphoneSE,iPhone SE已有货！小6s，作为苹果史上性价比最高的手机，值得入手。,FAVOR
575,IphoneSE,别的不知道我觉得iPhone6+在阳光下拍照发黄发焦简直是让人受不了！ 不过非阳光下还是灰常不错的！,FAVOR
576,IphoneSE,吸引了！我由iPhone6P转SE，单手触控感觉良好！,FAVOR
577,IphoneSE,都快出7了………有点脑子的人都不会去买这个仿5s的东西！5s是经典之作，并不是单纯提升所谓的性能就能超越的！他是一个时代！,AGAINST
578,IphoneSE,换了深空灰的iPhone se之后一点都不想买手机壳了，就是喜欢他背面的颜色，反正我是不用手机壳了，先这么用着吧，如果有了磕碰也许会改变主意,FAVOR
579,IphoneSE,我觉得续航肯定大悲剧，想象一下IP6续航的一半多么可怕,AGAINST
580,IphoneSE,Phone5se的传闻一来一堆媒体表达“小屏重回主流”——我不明白“主流”是哪里来的，或许真的是这个行业的从业人员和爱好者喜欢小屏机。5se最大的意义其实应该是继续深化手机产品的分众趋势：消费者大小屏都用过了之后更清楚自己要什么。,NONE
581,IphoneSE,iPhoneSE 16GB�399出来后。。。iPhone6还有6plus要卖不出去了！！,FAVOR
582,IphoneSE,虽然我是忠实的苹果粉丝用的笔记本、手机和iPad都是苹果但是对于这款iPhoneSE我确一点也不心动,AGAINST
583,IphoneSE,讲道理，iphone se这个配置这个价格，我心动了,FAVOR
584,IphoneSE,真机好Q啊啊啊啊啊,FAVOR
585,IphoneSE,iPhone SE还不错啊！配置、价格都是亮点！如果不是和5s长得一样，我都想换掉5s了！,FAVOR
586,IphoneSE,互联网生态时代，要让用户只为价值买单。硬件如此暴利还值得粉吗，你的消费观是什么,AGAINST
587,IphoneSE,iPhone SE相比6s少了3D Touch、128G内存选择、双域像素、LTE-Advanced、WIFI-MIMO、气压计，指纹识别还是第一代，前置120万，毕竟讲了半天回收和环保，哪个智障去买翻新机,AGAINST
588,IphoneSE,网上定的IPhone SE终于到了 开心 不黄屏 么么哒,FAVOR
589,IphoneSE,iPhoneSE电池续航真不是盖的，重度使用一天无压力，但到20%时得开启低电量模式,FAVOR
590,IphoneSE,事实上，除了尺寸和造型之外，iPhone SE 和 iPhone 6s 还是存在一些细节方面的差异的。,NONE
591,IphoneSE,今天卖的iPhoneSE玫瑰金，的确够屌,FAVOR
592,IphoneSE,屏幕占比小（屏也小）、手机像素差、屏幕分辨率低、高不就低不下。买SE性价比超低...不如买华为P9或者OPPO_R9 .苹果这是要自砸招牌，硬件上不占优势，系统上没安卓自在。苹果7出来估计也就那样，长此以往苹果可以退出中国市场了,AGAINST
593,IphoneSE,phoneSE，3288 ！！  看着跟5S外观一个样！但功能跟反应速度大大不一样！,FAVOR
594,IphoneSE,发布这样的产品真感觉苹果公司快不行了，想想当年苹果4 4s是nb到什么境界了，从苹果5开始到今天的se，中途就6，6p稍微挽回了点存在感，其他产品基本一坨s,AGAINST
595,IphoneSE,外观好看用着大气,FAVOR
596,IphoneSE,IFix 拆机证明了5S和SE屏幕共用,NONE
597,IphoneSE,能不能不要和5s长得一样,AGAINST
598,IphoneSE,当然，适合自己的才是最重要的。如果不喜欢SE的大小那么6s才是现在苹果阵营中最适合的那一个。但是如果你已经过了追求新潮数码产品刷机root优化瞎折腾的年纪，和我一样想找一个手机好好发微信上上网，喜欢小手机并且对性能有着高要求，相信我，iPhone SE不会让你失望。而且价格确实很良心！啥，你说太像5s别人认不出来？骚年，手机自己用着开心就行了，换手机不是为了别人换的you know？,NONE
599,IphoneSE,苹果iPhoneSE虽然看起来可能会比iPhone6s低一个档次，但是在某些配置上并不输iPhone6s。,FAVOR
600,IphoneSE,去店里看了看，跟我的4s 对比屏幕根本不算黄啊，，，,FAVOR
